rank_discriminability,feature,score_early,score_late,score_middle,score_mean,score_min,score_std,dev_all_mi_norm,dev_all_eta_squared,dev_all_kw_epsilon_squared,dev_all_score
17,spectral_energy_low,0.939978563772776,0.9410503751339764,0.9378349410503751,0.9396212933190425,0.9378349410503751,0.0016372188978048608,0.4205244501236782,0.9384467112684575,0.8976162472351384,0.9410503751339765
18,sizes_hist_gt1500,0.939978563772776,0.9560557341907824,0.9356913183279744,0.9439085387638443,0.9356913183279744,0.010735962273180877,0.44489804804017546,0.7023865066463434,0.8892991640562414,0.9206859592711684
19,spectral_energy_high,0.939978563772776,0.9410503751339765,0.9356913183279744,0.9389067524115756,0.9356913183279744,0.0028357463141099365,0.42049548244463125,0.9376095303560213,0.8975597205206064,0.9367631296891746
20,cumul_in_slope_norm,0.9410503751339764,0.9314040728831726,0.947481243301179,0.939978563772776,0.9314040728831726,0.008091998322905383,0.4274714753883694,0.9392574933426859,0.8938958443957091,0.9314040728831726
21,ngrams_3_sparsity,0.9265809217577706,0.9297963558413719,0.937299035369775,0.9312254376563058,0.9265809217577706,0.005500108723951692,0.4244909253122071,0.9383406130440507,0.8919814730503346,0.9244372990353699
22,ngrams_2_mean_count,0.9308681672025724,0.929796355841372,0.9265809217577706,0.929081814933905,0.9265809217577706,0.0022311532684524717,0.4301499653288803,0.7201362673903314,0.8954762546365695,0.9062165058949625
23,ngrams_2_top2_count,0.9131832797427654,0.9088960342979636,0.9121114683815649,0.911396927474098,0.9088960342979636,0.002231153268452454,0.4472516989215298,0.7094303358639884,0.8523142372150404,0.9013933547695605
24,transition_p1_to_m1,0.912111468381565,0.9078242229367631,0.9088960342979636,0.9096105752054305,0.9078242229367631,0.0022311532684525163,0.44733317231211367,0.7093290946251487,0.8521145340071155,0.8992497320471596
25,burst_count,0.9121114683815649,0.9046087888531619,0.9056806002143624,0.9074669524830297,0.9046087888531619,0.004057812322829763,0.4511004805897245,0.7093140809369035,0.8520979815761321,0.902465166130761
26,ngrams_4_sparsity,0.9040728831725616,0.9115755627009646,0.914790996784566,0.9101464808860307,0.9040728831725616,0.0055001087239516765,0.41875886912635296,0.9360185202440366,0.8846920155965361,0.9105037513397641
27,num_bursts_in,0.9067524115755626,0.9067524115755626,0.9035369774919615,0.9056806002143621,0.9035369774919615,0.0018564317337286175,0.44791203248210937,0.7093293193727838,0.8521143041623734,0.9046087888531619
28,burst_durations_count,0.909967845659164,0.9056806002143624,0.902465166130761,0.9060378706680958,0.902465166130761,0.0037640777966604956,0.4509629843142923,0.7093140809369035,0.8520979815761321,0.9013933547695605
29,ngrams_3_mean_count,0.9008574490889604,0.9072883172561629,0.9062165058949625,0.9047874240800287,0.9008574490889604,0.00344539148302711,0.42517545892160474,0.7120365155833603,0.8919814730503346,0.8954983922829581
30,num_bursts_out,0.9013933547695605,0.8971061093247589,0.8981779206859594,0.8988924615934263,0.8971061093247589,0.0022311532684523914,0.44743316047609916,0.7092987677788868,0.8520796603478009,0.8928188638799571
31,transition_m1_to_p1,0.902465166130761,0.8938906752411576,0.8938906752411576,0.8967488388710253,0.8938906752411576,0.004950484623276506,0.4475467278741133,0.709298992457429,0.8520794256127523,0.8938906752411576
32,cumul_out_slope_norm,0.8831725616291534,0.8917470525187566,0.8885316184351554,0.8878170775276885,0.8831725616291534,0.0043316740453668845,0.4155039314195072,0.9368188932254683,0.8652445967673721,0.8831725616291534
33,cumul_interp_in_diffs_median,0.8960342979635584,0.8885316184351555,0.8821007502679529,0.888888888888889,0.8821007502679529,0.006973641048925701,0.44785111723557314,0.6530916647227626,0.8827153530277184,0.8831725616291534
34,cumul_interp_in_diffs_p50,0.8938906752411575,0.8896034297963559,0.8810289389067524,0.888174347981422,0.8810289389067524,0.006548875591219491,0.4473643495219843,0.6530916647227626,0.8827153530277184,0.879957127545552
35,ngrams_4_mean_count,0.8762057877813505,0.8804930332261521,0.8804930332261521,0.8790639514112182,0.8762057877813505,0.0024752423116382208,0.4185696879127903,0.6776325049188096,0.8846920155965361,0.8708467309753484
36,cumul_interp_in_diffs_p75,0.8896034297963559,0.872454448017149,0.887459807073955,0.8831725616291534,0.872454448017149,0.009343834820022885,0.45186712845718163,0.652686105945335,0.8834397822151582,0.8853161843515541
